年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2012,5,19,土,いちご,46100,愛　知,23.0,22920,742,,
2012,5,21,月,いちご,46100,,,238390,754,142.0,94.7
2012,5,21,月,いちご,46100,栃　木,9.0,71734,631,,
2012,5,21,月,いちご,46100,愛　知,23.0,34918,686,,
2012,5,21,月,いちご,46100,佐　賀,41.0,32469,879,,
2012,5,22,火,いちご,46100,,,138630,757,58.2,100.4
2012,5,22,火,いちご,46100,栃　木,9.0,47248,622,,
2012,5,22,火,いちご,46100,愛　知,23.0,19309,672,,
2012,5,22,火,いちご,46100,佐　賀,41.0,16432,918,,
2012,5,24,木,いちご,46100,,,233305,710,168.3,93.8
2012,5,24,木,いちご,46100,栃　木,9.0,79388,608,,
2012,5,24,木,いちご,46100,福　岡,40.0,36078,540,,
2012,5,24,木,いちご,46100,愛　知,23.0,30229,660,,
2012,5,25,金,いちご,46100,,,118514,738,50.8,103.9
2012,5,25,金,いちご,46100,栃　木,9.0,48149,543,,
2012,5,25,金,いちご,46100,愛　知,23.0,15012,662,,
2012,5,25,金,いちご,46100,佐　賀,41.0,14902,1001,,
2012,5,26,土,いちご,46100,,,118188,784,99.7,106.2
2012,5,26,土,いちご,46100,栃　木,9.0,40011,606,,
2012,5,26,土,いちご,46100,愛　知,23.0,17595,668,,
2012,5,26,土,いちご,46100,佐　賀,41.0,14741,977,,
2012,5,28,月,いちご,46100,,,151001,785,127.8,100.1
2012,5,28,月,いちご,46100,栃　木,9.0,46712,608,,
2012,5,28,月,いちご,46100,愛　知,23.0,24844,695,,
2012,5,28,月,いちご,46100,佐　賀,41.0,19142,963,,
2012,5,29,火,いちご,46100,,,85914,786,56.9,100.1
2012,5,29,火,いちご,46100,栃　木,9.0,27787,609,,
2012,5,29,火,いちご,46100,愛　知,23.0,14023,704,,
2012,5,29,火,いちご,46100,佐　賀,41.0,9474,928,,
2012,5,30,水,いちご,46100,,,91887,772,107.0,98.2
2012,5,30,水,いちご,46100,栃　木,9.0,37719,639,,
2012,5,30,水,いちご,46100,愛　知,23.0,12913,704,,
2012,5,30,水,いちご,46100,佐　賀,41.0,8503,940,,
2012,5,31,木,いちご,46100,,,86848,793,94.5,102.7
2012,5,31,木,いちご,46100,栃　木,9.0,28909,635,,
2012,5,31,木,いちご,46100,佐　賀,41.0,14287,905,,
2012,5,31,木,いちご,46100,愛　知,23.0,11579,718,,
2012,6,1,金,いちご,46100,,,69537,815,80.1,102.8
2012,6,1,金,いちご,46100,栃　木,9.0,20509,609,,
2012,6,1,金,いちご,46100,愛　知,23.0,10682,714,,
2012,6,1,金,いちご,46100,佐　賀,41.0,9247,954,,
2012,6,2,土,いちご,46100,,,74562,834,107.2,102.3
2012,6,2,土,いちご,46100,栃　木,9.0,21232,615,,
2012,6,2,土,いちご,46100,佐　賀,41.0,10340,969,,
2012,6,2,土,いちご,46100,愛　知,23.0,10329,735,,
2012,6,4,月,いちご,46100,,,95237,834,127.7,100.0
2012,6,4,月,いちご,46100,栃　木,9.0,22767,619,,
2012,6,4,月,いちご,46100,佐　賀,41.0,15304,923,,
2012,6,4,月,いちご,46100,愛　知,23.0,12514,745,,
2012,6,5,火,いちご,46100,,,59333,868,62.3,104.1
2012,6,5,火,いちご,46100,栃　木,9.0,11874,616,,
2012,6,5,火,いちご,46100,佐　賀,41.0,9886,946,,
2012,6,5,火,いちご,46100,愛　知,23.0,8842,746,,
2012,6,7,木,いちご,46100,,,84629,865,142.6,99.7
2012,6,7,木,いちご,46100,栃　木,9.0,16492,615,,
2012,6,7,木,いちご,46100,佐　賀,41.0,13725,930,,
2012,6,7,木,いちご,46100,愛　知,23.0,10024,779,,
2012,6,8,金,いちご,46100,,,39561,932,46.7,107.7
2012,6,8,金,いちご,46100,佐　賀,41.0,9481,976,,
2012,6,8,金,いちご,46100,栃　木,9.0,5524,628,,
2012,6,8,金,いちご,46100,愛　知,23.0,4398,828,,
2012,6,9,土,いちご,46100,,,42255,904,106.8,97.0
2012,6,9,土,いちご,46100,佐　賀,41.0,7073,933,,
2012,6,9,土,いちご,46100,愛　知,23.0,5601,811,,
2012,6,9,土,いちご,46100,栃　木,9.0,5201,630,,
2012,6,11,月,いちご,46100,,,50030,948,118.4,104.9
2012,6,11,月,いちご,46100,佐　賀,41.0,12994,896,,
2012,6,11,月,いちご,46100,宮　城,4.0,5308,990,,
2012,6,11,月,いちご,46100,愛　知,23.0,4638,892,,
2012,6,12,火,いちご,46100,,,29209,999,58.4,105.4
2012,6,12,火,いちご,46100,佐　賀,41.0,5278,939,,
2012,6,12,火,いちご,46100,愛　知,23.0,3910,924,,
2012,6,12,火,いちご,46100,香　川,37.0,3751,1190,,
2012,6,14,木,いちご,46100,,,43326,1007,148.3,100.8
2012,6,14,木,いちご,46100,佐　賀,41.0,11682,933,,
2012,6,14,木,いちご,46100,香　川,37.0,4353,1147,,
2012,6,14,木,いちご,46100,宮　城,4.0,4288,990,,
2012,6,15,金,いちご,46100,,,19832,1083,45.8,107.5
2012,6,15,金,いちご,46100,佐　賀,41.0,4669,959,,
2012,6,15,金,いちご,46100,香　川,37.0,2638,1304,,
2012,6,15,金,いちご,46100,宮　城,4.0,1976,1094,,
2012,6,16,土,いちご,46100,,,26049,1099,131.3,101.5
2012,6,16,土,いちご,46100,佐　賀,41.0,7187,1019,,
2012,6,16,土,いちご,46100,香　川,37.0,3219,1253,,
2012,6,16,土,いちご,46100,愛　知,23.0,2571,944,,
2012,6,18,月,いちご,46100,,,31704,1111,121.7,101.1
2012,6,18,月,いちご,46100,佐　賀,41.0,7837,939,,
2012,6,18,月,いちご,46100,香　川,37.0,3404,1163,,
2012,6,18,月,いちご,46100,北海道,1.0,3314,1455,,
2012,6,19,火,いちご,46100,,,18686,1165,58.9,104.9
2012,6,19,火,いちご,46100,佐　賀,41.0,4057,933,,
2012,6,19,火,いちご,46100,香　川,37.0,2405,1119,,
2012,6,19,火,いちご,46100,北海道,1.0,2156,1413,,
2012,6,21,木,いちご,46100,,,28035,1221,150.0,104.8
2012,6,21,木,いちご,46100,秋　田,5.0,5266,1608,,
2012,6,21,木,いちご,46100,佐　賀,41.0,4711,952,,
2012,6,21,木,いちご,46100,北海道,1.0,3264,1441,,
2012,6,22,金,いちご,46100,,,14903,1282,53.2,105.0
2012,6,22,金,いちご,46100,秋　田,5.0,3246,1607,,
2012,6,22,金,いちご,46100,佐　賀,41.0,2546,1082,,
2012,6,22,金,いちご,46100,北海道,1.0,1760,1432,,
2012,6,23,土,いちご,46100,,,16600,1291,111.4,100.7
2012,6,23,土,いちご,46100,秋　田,5.0,4131,1575,,
2012,6,23,土,いちご,46100,佐　賀,41.0,2537,1083,,
2012,6,23,土,いちご,46100,香　川,37.0,1631,1375,,
2012,6,25,月,いちご,46100,,,20231,1287,121.9,99.7
2012,6,25,月,いちご,46100,秋　田,5.0,6910,1374,,
2012,6,25,月,いちご,46100,佐　賀,41.0,2434,1065,,
2012,6,25,月,いちご,46100,香　川,37.0,2241,1192,,
2012,6,26,火,いちご,46100,,,12996,1265,64.2,98.3
2012,6,26,火,いちご,46100,秋　田,5.0,3434,1376,,
2012,6,26,火,いちご,46100,佐　賀,41.0,1812,1038,,
2012,6,26,火,いちご,46100,北海道,1.0,1594,1393,,
2012,6,28,木,いちご,46100,,,17610,1176,135.5,93.0
2012,6,28,木,いちご,46100,秋　田,5.0,5821,1124,,
2012,6,28,木,いちご,46100,北海道,1.0,2450,1398,,
2012,6,28,木,いちご,46100,佐　賀,41.0,1605,1016,,
2012,6,29,金,いちご,46100,,,11458,1187,65.1,100.9
2012,6,29,金,いちご,46100,秋　田,5.0,4875,1029,,
2012,6,29,金,いちご,46100,北海道,1.0,1606,1386,,
2012,6,29,金,いちご,46100,青　森,2.0,1040,1313,,
2012,6,30,土,いちご,46100,,,12210,1222,106.6,102.9
2012,6,30,土,いちご,46100,秋　田,5.0,4264,1091,,
2012,6,30,土,いちご,46100,北海道,1.0,1588,1330,,
2012,6,30,土,いちご,46100,愛　知,23.0,1351,1046,,
2012,7,2,月,いちご,46100,,,13979,1089,114.5,89.1
2012,7,2,月,いちご,46100,秋　田,5.0,6726,877,,
2012,7,2,月,いちご,46100,北海道,1.0,2016,1380,,
2012,7,2,月,いちご,46100,群　馬,10.0,1459,1259,,
2012,7,3,火,いちご,46100,,,8668,1129,62.0,103.7
2012,7,3,火,いちご,46100,秋　田,5.0,4642,929,,
2012,7,3,火,いちご,46100,北海道,1.0,997,1390,,
2012,7,3,火,いちご,46100,群　馬,10.0,797,1290,,
2012,7,4,水,いちご,46100,,,7168,1148,82.7,101.7
2012,7,4,水,いちご,46100,秋　田,5.0,3664,927,,
2012,7,4,水,いちご,46100,北海道,1.0,1051,1504,,
2012,7,4,水,いちご,46100,宮　城,4.0,534,1245,,
2012,7,5,木,いちご,46100,,,8542,1095,119.2,95.4
2012,7,5,木,いちご,46100,秋　田,5.0,4599,832,,
2012,7,5,木,いちご,46100,群　馬,10.0,1038,1279,,
2012,7,5,木,いちご,46100,北海道,1.0,1010,1501,,
2012,7,6,金,いちご,46100,,,6628,1158,77.6,105.8
2012,7,6,金,いちご,46100,秋　田,5.0,3399,941,,
2012,7,6,金,いちご,46100,北海道,1.0,1002,1483,,
2012,7,6,金,いちご,46100,宮　城,4.0,581,1360,,
2012,7,7,土,いちご,46100,,,7568,1226,114.2,105.9
2012,7,7,土,いちご,46100,秋　田,5.0,3424,917,,
2012,7,7,土,いちご,46100,北海道,1.0,1301,1577,,
2012,7,7,土,いちご,46100,群　馬,10.0,990,1241,,
2012,7,9,月,いちご,46100,,,8608,1291,113.7,105.3
2012,7,9,月,いちご,46100,秋　田,5.0,3838,943,,
2012,7,9,月,いちご,46100,北海道,1.0,1703,1626,,
2012,7,9,月,いちご,46100,群　馬,10.0,922,1212,,
2012,7,10,火,いちご,46100,,,8754,1080,101.7,83.7
2012,7,10,火,いちご,46100,福　岡,40.0,3000,543,,
2012,7,10,火,いちご,46100,秋　田,5.0,2415,896,,
2012,7,10,火,いちご,46100,北海道,1.0,1090,1742,,
2012,7,12,木,いちご,46100,,,6635,1376,75.8,127.4
2012,7,12,木,いちご,46100,秋　田,5.0,2343,811,,
2012,7,12,木,いちご,46100,北海道,1.0,1390,1677,,
2012,7,12,木,いちご,46100,群　馬,10.0,806,1245,,
2012,7,13,金,いちご,46100,,,4487,1490,67.6,108.3
2012,7,13,金,いちご,46100,秋　田,5.0,1414,896,,
2012,7,13,金,いちご,46100,北海道,1.0,1045,1861,,
2012,7,13,金,いちご,46100,宮　城,4.0,539,1779,,
2012,7,14,土,いちご,46100,,,5331,1321,118.8,88.7
2012,7,14,土,いちご,46100,秋　田,5.0,1515,841,,
2012,7,14,土,いちご,46100,宮　城,4.0,983,885,,
2012,7,14,土,いちご,46100,北海道,1.0,904,1895,,
2012,7,17,火,いちご,46100,,,8182,1601,−,−
2012,7,17,火,いちご,46100,北海道,1.0,2288,1785,,
2012,7,17,火,いちご,46100,秋　田,5.0,1545,753,,
2012,7,17,火,いちご,46100,長　野,20.0,1048,2369,,
2012,7,18,水,いちご,46100,,,3900,1536,47.7,95.9
2012,7,18,水,いちご,46100,北海道,1.0,890,1870,,
2012,7,18,水,いちご,46100,秋　田,5.0,858,889,,
2012,7,18,水,いちご,46100,長　野,20.0,566,2182,,
2012,7,19,木,いちご,46100,,,3217,1758,82.5,114.5
2012,7,19,木,いちご,46100,北海道,1.0,584,1929,,
2012,7,19,木,いちご,46100,宮　城,4.0,560,1904,,
2012,7,19,木,いちご,46100,長　野,20.0,526,2288,,
2012,7,20,金,いちご,46100,,,3099,1809,96.3,102.9
2012,7,20,金,いちご,46100,北海道,1.0,666,1965,,
2012,7,20,金,いちご,46100,長　野,20.0,638,2094,,
2012,7,20,金,いちご,46100,宮　城,4.0,488,1894,,
2012,7,21,土,いちご,46100,,,3981,1696,128.5,93.8
2012,7,21,土,いちご,46100,北海道,1.0,1485,1640,,
2012,7,21,土,いちご,46100,長　野,20.0,602,2163,,
2012,7,21,土,いちご,46100,宮　城,4.0,558,1650,,
2012,7,23,月,いちご,46100,,,24002,376,602.9,22.2
2012,7,23,月,いちご,46100,福　岡,40.0,20000,93,,
2012,7,24,火,いちご,46100,,,2999,1708,12.5,454.3
2012,7,24,火,いちご,46100,北海道,1.0,825,1855,,
2012,7,24,火,いちご,46100,長　野,20.0,503,2111,,
2012,7,24,火,いちご,46100,広　島,34.0,247,1146,,
2012,7,26,木,いちご,46100,,,5677,1595,189.3,93.4
2012,7,26,木,いちご,46100,北海道,1.0,2344,1438,,
2012,7,26,木,いちご,46100,長　野,20.0,1116,2066,,
2012,7,26,木,いちご,46100,岐　阜,21.0,567,1388,,
2012,7,27,金,いちご,46100,,,3300,1567,58.1,98.2
2012,7,27,金,いちご,46100,北海道,1.0,859,1746,,
2012,7,27,金,いちご,46100,長　野,20.0,682,1974,,
2012,7,27,金,いちご,46100,青　森,2.0,560,1662,,
2012,7,28,土,いちご,46100,,,5460,1607,165.5,102.6
2012,7,28,土,いちご,46100,北海道,1.0,2306,1389,,
2012,7,28,土,いちご,46100,長　野,20.0,911,1924,,
2012,7,28,土,いちご,46100,宮　城,4.0,832,1888,,
2012,7,30,月,いちご,46100,,,6034,1704,110.5,106.0
2012,7,30,月,いちご,46100,北海道,1.0,2712,1767,,
2012,7,30,月,いちご,46100,長　野,20.0,1423,1813,,
2012,7,30,月,いちご,46100,宮　城,4.0,540,1594,,
2012,7,31,火,いちご,46100,,,4507,1440,74.7,84.5
2012,7,31,火,いちご,46100,北海道,1.0,2315,1394,,
2012,7,31,火,いちご,46100,長　野,20.0,672,1879,,
2012,7,31,火,いちご,46100,宮　城,4.0,364,1467,,
2012,8,1,水,いちご,46100,,,3079,1523,68.3,105.8
2012,8,1,水,いちご,46100,北海道,1.0,1443,1549,,
2012,8,1,水,いちご,46100,長　野,20.0,744,1790,,
2012,8,1,水,いちご,46100,岐　阜,21.0,204,1149,,
2012,8,2,木,いちご,46100,,,3312,1591,107.6,104.5
2012,8,2,木,いちご,46100,北海道,1.0,1293,1674,,
2012,8,2,木,いちご,46100,長　野,20.0,783,1779,,
2012,8,2,木,いちご,46100,青　森,2.0,351,1000,,
2012,8,3,金,いちご,46100,,,3487,1497,105.3,94.1
2012,8,3,金,いちご,46100,北海道,1.0,1496,1462,,
2012,8,3,金,いちご,46100,長　野,20.0,638,1797,,
2012,8,3,金,いちご,46100,宮　城,4.0,544,1565,,
2012,8,4,土,いちご,46100,,,3863,1445,110.8,96.5
2012,8,4,土,いちご,46100,北海道,1.0,1915,1406,,
2012,8,4,土,いちご,46100,長　野,20.0,604,1807,,
2012,8,4,土,いちご,46100,宮　城,4.0,467,1581,,
2012,8,6,月,いちご,46100,,,5495,1508,142.2,104.4
2012,8,6,月,いちご,46100,北海道,1.0,2650,1421,,
2012,8,6,月,いちご,46100,長　野,20.0,1441,1779,,
2012,8,6,月,いちご,46100,岐　阜,21.0,464,1200,,
2012,8,7,火,いちご,46100,,,2957,1396,53.8,92.6
2012,8,7,火,いちご,46100,北海道,1.0,1207,1532,,
2012,8,7,火,いちご,46100,長　野,20.0,472,1830,,
2012,8,7,火,いちご,46100,宮　城,4.0,296,1405,,
2012,8,8,水,いちご,46100,,,3033,1427,102.6,102.2
2012,8,8,水,いちご,46100,北海道,1.0,1678,1276,,
2012,8,8,水,いちご,46100,長　野,20.0,639,1846,,
2012,8,8,水,いちご,46100,宮　城,4.0,234,1370,,
2012,8,9,木,いちご,46100,,,2360,1592,77.8,111.6
2012,8,9,木,いちご,46100,北海道,1.0,967,1474,,
2012,8,9,木,いちご,46100,長　野,20.0,670,1991,,
2012,8,9,木,いちご,46100,宮　城,4.0,203,1669,,
2012,8,10,金,いちご,46100,,,2050,1657,86.9,104.1
2012,8,10,金,いちご,46100,北海道,1.0,735,1519,,
2012,8,10,金,いちご,46100,長　野,20.0,732,1843,,
2012,8,10,金,いちご,46100,宮　城,4.0,175,1705,,
2012,8,11,土,いちご,46100,,,2935,1370,143.2,82.7
2012,8,11,土,いちご,46100,北海道,1.0,1570,1221,,
2012,8,11,土,いちご,46100,長　野,20.0,444,2008,,
2012,8,11,土,いちご,46100,宮　城,4.0,325,1643,,
2012,8,13,月,いちご,46100,,,3069,1685,−,−
2012,8,13,月,いちご,46100,北海道,1.0,1402,1599,,
2012,8,13,月,いちご,46100,長　野,20.0,793,1927,,
2012,8,13,月,いちご,46100,岐　阜,21.0,308,1439,,
2012,8,17,金,いちご,46100,,,4513,1606,−,−
2012,8,17,金,いちご,46100,北海道,1.0,2161,1399,,
2012,8,17,金,いちご,46100,長　野,20.0,1225,1864,,
2012,8,17,金,いちご,46100,岐　阜,21.0,330,1611,,
2012,8,18,土,いちご,46100,,,2937,1432,65.1,89.2
2012,8,18,土,いちご,46100,北海道,1.0,1941,1224,,
2012,8,18,土,いちご,46100,長　野,20.0,408,2031,,
2012,8,18,土,いちご,46100,岐　阜,21.0,249,1606,,
2012,8,20,月,いちご,46100,,,3235,1846,110.1,128.9
2012,8,20,月,いちご,46100,北海道,1.0,1392,1834,,
2012,8,20,月,いちご,46100,長　野,20.0,979,1930,,
2012,8,20,月,いちご,46100,岐　阜,21.0,262,1496,,
2012,8,21,火,いちご,46100,,,2360,1640,73.0,88.8
2012,8,21,火,いちご,46100,北海道,1.0,1377,1507,,
2012,8,21,火,いちご,46100,長　野,20.0,362,2058,,
2012,8,21,火,いちご,46100,宮　城,4.0,149,1929,,
2012,8,23,木,いちご,46100,,,2710,1832,−,−
2012,8,23,木,いちご,46100,北海道,1.0,1292,1907,,
2012,8,23,木,いちご,46100,長　野,20.0,648,1901,,
2012,8,23,木,いちご,46100,岐　阜,21.0,285,1497,,
2012,8,24,金,いちご,46100,,,2533,1791,93.5,97.8
2012,8,24,金,いちご,46100,北海道,1.0,1623,1731,,
2012,8,24,金,いちご,46100,長　野,20.0,353,1979,,
2012,8,24,金,いちご,46100,宮　城,4.0,215,1929,,
2012,8,25,土,いちご,46100,,,1812,1863,71.5,104.0
2012,8,25,土,いちご,46100,北海道,1.0,971,1794,,
2012,8,25,土,いちご,46100,長　野,20.0,291,2104,,
2012,8,25,土,いちご,46100,岐　阜,21.0,124,1698,,
2012,8,27,月,いちご,46100,,,2937,1646,−,−
2012,8,27,月,いちご,46100,北海道,1.0,1621,1429,,
2012,8,27,月,いちご,46100,長　野,20.0,511,2132,,
2012,8,27,月,いちご,46100,岐　阜,21.0,251,1720,,
2012,8,28,火,いちご,46100,,,2337,1889,79.6,114.8
2012,8,28,火,いちご,46100,北海道,1.0,1398,1846,,
2012,8,28,火,いちご,46100,長　野,20.0,267,2262,,
2012,8,28,火,いちご,46100,宮　城,4.0,194,1873,,
2012,8,29,水,いちご,46100,,,2162,1832,92.5,97.0
2012,8,29,水,いちご,46100,北海道,1.0,1194,1741,,
2012,8,29,水,いちご,46100,長　野,20.0,325,2092,,
2012,8,29,水,いちご,46100,宮　城,4.0,159,1961,,
2012,8,30,木,いちご,46100,,,1908,1786,88.3,97.5
2012,8,30,木,いちご,46100,北海道,1.0,1039,1685,,
2012,8,30,木,いちご,46100,長　野,20.0,274,2164,,
2012,8,30,木,いちご,46100,宮　城,4.0,149,1620,,
2012,8,31,金,いちご,46100,,,1774,1789,93.0,100.2
2012,8,31,金,いちご,46100,北海道,1.0,1030,1676,,
2012,8,31,金,いちご,46100,長　野,20.0,259,2138,,
2012,8,31,金,いちご,46100,宮　城,4.0,118,1831,,
2012,9,1,土,いちご,46100,,,1829,1808,103.1,101.1
2012,9,1,土,いちご,46100,北海道,1.0,930,1697,,
2012,9,1,土,いちご,46100,長　野,20.0,249,2303,,
2012,9,1,土,いちご,46100,岐　阜,21.0,159,1728,,
2012,9,3,月,いちご,46100,,,2956,1777,161.6,98.3
2012,9,3,月,いちご,46100,北海道,1.0,1577,1663,,
2012,9,3,月,いちご,46100,長　野,20.0,543,2109,,
2012,9,3,月,いちご,46100,岐　阜,21.0,342,1739,,
2012,9,4,火,いちご,46100,,,2137,1984,72.3,111.6
2012,9,4,火,いちご,46100,北海道,1.0,1219,1930,,
2012,9,4,火,いちご,46100,長　野,20.0,321,2294,,
2012,9,4,火,いちご,46100,宮　城,4.0,180,1907,,
2012,9,5,水,いちご,46100,,,1976,1760,92.5,88.7
2012,9,5,水,いちご,46100,北海道,1.0,1044,1710,,
2012,9,5,水,いちご,46100,広　島,34.0,257,1702,,
2012,9,5,水,いちご,46100,長　野,20.0,245,2080,,
2012,9,6,木,いちご,46100,,,2137,1796,108.1,102.0
2012,9,6,木,いちご,46100,北海道,1.0,908,1762,,
2012,9,6,木,いちご,46100,広　島,34.0,505,1635,,
2012,9,6,木,いちご,46100,長　野,20.0,253,2279,,
2012,9,7,金,いちご,46100,,,6571,732,307.5,40.8
2012,9,7,金,いちご,46100,栃　木,9.0,5023,425,,
2012,9,7,金,いちご,46100,北海道,1.0,768,1637,,
2012,9,8,土,いちご,46100,,,1953,1914,29.7,261.5
2012,9,8,土,いちご,46100,北海道,1.0,989,1874,,
2012,9,8,土,いちご,46100,長　野,20.0,267,2379,,
2012,9,8,土,いちご,46100,宮　城,4.0,199,1656,,
2012,9,10,月,いちご,46100,,,2462,1819,126.1,95.0
2012,9,10,月,いちご,46100,北海道,1.0,1172,1656,,
2012,9,10,月,いちご,46100,長　野,20.0,505,2169,,
2012,9,10,月,いちご,46100,岐　阜,21.0,238,1803,,
2012,9,11,火,いちご,46100,,,1824,1849,74.1,101.6
2012,9,11,火,いちご,46100,北海道,1.0,887,1800,,
2012,9,11,火,いちご,46100,長　野,20.0,310,2324,,
2012,9,11,火,いちご,46100,宮　城,4.0,190,1275,,
2012,9,13,木,いちご,46100,,,2395,1917,131.3,103.7
2012,9,13,木,いちご,46100,北海道,1.0,1093,1817,,
2012,9,13,木,いちご,46100,長　野,20.0,602,2172,,
2012,9,13,木,いちご,46100,岐　阜,21.0,265,1875,,
2012,9,14,金,いちご,46100,,,1709,1907,71.4,99.5
2012,9,14,金,いちご,46100,北海道,1.0,950,1800,,
2012,9,14,金,いちご,46100,長　野,20.0,262,2219,,
2012,9,14,金,いちご,46100,岐　阜,21.0,145,1777,,
2012,9,15,土,いちご,46100,,,1338,1910,78.3,100.2
2012,9,15,土,いちご,46100,北海道,1.0,631,1757,,
2012,9,15,土,いちご,46100,長　野,20.0,223,2365,,
2012,9,15,土,いちご,46100,岐　阜,21.0,137,1755,,
2012,9,18,火,いちご,46100,,,3845,1916,−,−
2012,9,18,火,いちご,46100,北海道,1.0,1895,1754,,
2012,9,18,火,いちご,46100,長　野,20.0,832,2199,,
2012,9,18,火,いちご,46100,岐　阜,21.0,385,1861,,
2012,9,19,水,いちご,46100,,,1727,1796,44.9,93.7
2012,9,19,水,いちご,46100,北海道,1.0,825,1770,,
2012,9,19,水,いちご,46100,長　野,20.0,301,2237,,
2012,9,19,水,いちご,46100,岐　阜,21.0,244,1066,,
2012,9,20,木,いちご,46100,,,1445,1982,83.7,110.4
2012,9,20,木,いちご,46100,北海道,1.0,698,1812,,
2012,9,20,木,いちご,46100,長　野,20.0,293,2451,,
2012,9,20,木,いちご,46100,岐　阜,21.0,134,1837,,
2012,9,21,金,いちご,46100,,,1727,1997,119.5,100.8
2012,9,21,金,いちご,46100,北海道,1.0,895,1937,,
2012,9,21,金,いちご,46100,長　野,20.0,285,2297,,
2012,9,21,金,いちご,46100,岐　阜,21.0,173,1965,,
2012,9,24,月,いちご,46100,,,3151,1960,−,−
2012,9,24,月,いちご,46100,北海道,1.0,1501,1720,,
2012,9,24,月,いちご,46100,長　野,20.0,705,2442,,
2012,9,24,月,いちご,46100,岐　阜,21.0,381,1920,,
2012,9,25,火,いちご,46100,,,1841,2034,58.4,103.8
2012,9,25,火,いちご,46100,北海道,1.0,1049,1899,,
2012,9,25,火,いちご,46100,長　野,20.0,324,2593,,
